DATA ENTRADA;DATA ULTIMA SAIDA;;LOJA/FILIAL;;;ADULTO/INFANTIL;;;GENERO;NUMERACAO/CALC;;ENTRADA ESTOQUE;TOTAL DE SAIDA;ID_PROD;NOME PROD;COLEÇÃO;;;VALOR UNITARIO;VALOR REPASSE
19/01/2017;25/01/2017;6;franquia;;;adulto;;;masculino;41;;220;94;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
19/01/2020;27/01/2020;8;franquia;;;adulto;;;unisex;30;;112;81;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 20,90 ; R$ 36,90 
19/01/2017;16/02/2017;28;Infantil;;;infantil;;;feminino;16;;132;75;8261;TOALHA HAVAIANAS HYPE                   ;edição limitada;;; R$ 32,90 ; R$ 42,90 
19/01/2020;24/01/2020;5;Infantil;;;adulto;;;unisex;38;;182;66;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 15,90 ; R$ 26,90 
19/01/2020;24/02/2020;36;franquia;;;adulto;;;feminino;43;;66;87;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 20,90 ; R$ 36,90 
19/01/2017;22/02/2017;34;franquia;;;adulto;;;masculino;42;;327;62;8262;CAPA HAVAIANAS SIL CELULAR 4            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
19/01/2017;21/02/2017;33;Infantil;;;adulto;;;unisex;37;;206;83;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
19/01/2017;26/01/2017;7;Infantil;;;infantil;;;unisex;26;;66;81;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
19/01/2017;26/01/2017;7;franquia;;;infantil;;;unisex;15;;255;48;7241;BLUSA HAVAIANAS QUADRADO DEC ABERTO     ;outono;;; R$ 21,90 ; R$ 32,90 
19/01/2017;26/01/2017;7;franquia;;;adulto;;;unisex;45;;209;48;8243;SACOLA HAVAIANAS ORIGINAL RIO           ;edição limitada;;; R$ 25,90 ; R$ 32,90 
19/01/2017;22/01/2017;3;franquia;;;infantil;;;feminino;10;;108;43;8256;CHAVEIRO HAVAIANAS LOGO METAL MOSQUETÃO ;edição limitada;;; R$ 32,90 ; R$ 42,90 
19/01/2017;17/02/2017;29;franquia;;;infantil;;;masculino;27;;157;52;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
19/01/2017;26/01/2017;7;franquia;;;adulto;;;feminino;35;;274;43;7235;BLUSA HAVAIANAS Y MIX                   ;outono;;; R$ 21,90 ; R$ 36,90 
19/01/2017;18/02/2017;30;franquia;;;infantil;;;unisex;22;;81;64;8264;BÓIA HAVAIANAS INFLÁVEL                 ;edição limitada;;; R$ 32,90 ; R$ 42,90 
19/01/2017;15/02/2017;27;Infantil;;;adulto;;;masculino;36;;196;55;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
19/01/2017;17/02/2017;29;Infantil;;;infantil;;;feminino;17;;122;44;8266;TOALHA HAVAIANAS FUN N                  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
19/01/2017;02/02/2017;14;Infantil;;;adulto;;;unisex;33;;166;47;8264;BÓIA HAVAIANAS INFLÁVEL                 ;edição limitada;;; R$ 32,90 ; R$ 42,90 
19/01/2017;19/02/2017;31;Infantil;;;adulto;;;feminino;40;;128;38;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
19/01/2017;25/01/2017;6;Infantil;;;infantil;;;feminino;20;;272;75;7233;BLUSA HAVAIANAS Y                       ;outono;;; R$ 16,00 ; R$ 26,90 
19/01/2017;05/02/2017;17;franquia;;;infantil;;;feminino;26;;116;65;8258;TOALHA HAVAIANAS ANIMALS                ;edição limitada;;; R$ 32,90 ; R$ 42,90 
19/01/2017;25/01/2017;6;franquia;;;adulto;;;unisex;41;;222;52;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
19/01/2017;24/01/2017;5;Infantil;;;adulto;;;masculino;40;;312;42;7241;BLUSA HAVAIANAS QUADRADO DEC ABERTO     ;outono;;; R$ 21,90 ; R$ 32,90 
19/01/2017;09/02/2017;21;Infantil;;;infantil;;;unisex;13;;181;93;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
19/01/2017;25/02/2017;37;franquia;;;adulto;;;feminino;43;;61;63;8250;TOALHA HAVAIANAS VELUDO BICOLOR M       ;edição limitada;;; R$ 25,90 ; R$ 32,90 
20/01/2017;07/02/2017;18;franquia;;;infantil;;;masculino;11;;247;45;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
20/01/2017;27/02/2017;38;Infantil;;;adulto;;;unisex;44;;145;65;8244;TOALHA HAVAIANAS FELPA P                ;edição limitada;;; R$ 25,90 ; R$ 32,90 
20/01/2017;26/02/2017;37;franquia;;;infantil;;;unisex;13;;105;74;8260;MEIA HAVAIANAS ANIMALS                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
20/01/2017;06/02/2017;17;Infantil;;;adulto;;;feminino;32;;332;62;7233;BLUSA HAVAIANAS Y                       ;outono;;; R$ 16,00 ; R$ 26,90 
20/01/2017;25/02/2017;36;Infantil;;;infantil;;;feminino;15;;145;43;7229;BLUSA HAVAIANAS TS REDE CESTARIA        ;outono;;; R$ 16,90 ; R$ 26,90 
20/01/2017;10/02/2017;21;franquia;;;infantil;;;feminino;22;;91;88;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
20/01/2017;14/02/2017;25;franquia;;;adulto;;;feminino;38;;106;96;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
20/01/2017;01/02/2017;12;Infantil;;;infantil;;;feminino;10;;312;38;8248;TOALHA HAVAIANAS LOGO VELUDO M          ;edição limitada;;; R$ 32,90 ; R$ 42,90 
20/01/2017;26/02/2017;37;franquia;;;adulto;;;unisex;37;;124;88;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
20/01/2017;27/01/2017;7;Infantil;;;infantil;;;masculino;11;;54;83;8257;MEIA HAVAIANAS FRESH                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
20/01/2020;09/02/2020;20;Infantil;;;infantil;;;feminino;16;;139;51;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 15,90 ; R$ 26,90 
20/01/2017;12/02/2017;23;Infantil;;;adulto;;;feminino;31;;202;50;8251;CHAVEIRO HAVAIANAS CRYSTAL              ;edição limitada;;; R$ 32,90 ; R$ 42,90 
20/01/2020;24/01/2020;4;franquia;;;infantil;;;masculino;25;;318;52;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
20/01/2020;20/02/2020;31;franquia;;;infantil;;;feminino;12;;71;48;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 15,90 ; R$ 26,90 
20/01/2020;18/02/2020;29;Infantil;;;adulto;;;unisex;40;;244;70;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
20/01/2020;29/01/2020;9;Infantil;;;adulto;;;unisex;43;;114;68;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 25,90 ; R$ 36,90 
20/01/2020;17/02/2020;28;franquia;;;infantil;;;feminino;21;;305;95;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 20,90 ; R$ 36,90 
20/01/2017;24/02/2017;35;Infantil;;;adulto;;;feminino;40;;210;39;7241;BLUSA HAVAIANAS QUADRADO DEC ABERTO     ;outono;;; R$ 21,90 ; R$ 32,90 
20/01/2017;16/02/2017;27;Infantil;;;adulto;;;unisex;36;;320;89;7233;BLUSA HAVAIANAS Y                       ;outono;;; R$ 16,00 ; R$ 26,90 
20/01/2017;25/02/2017;36;Infantil;;;infantil;;;feminino;18;;284;61;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
20/01/2017;24/02/2017;35;Infantil;;;infantil;;;feminino;16;;337;39;8257;MEIA HAVAIANAS FRESH                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
20/01/2020;26/02/2020;37;Infantil;;;adulto;;;unisex;44;;293;67;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 15,90 ; R$ 26,90 
20/01/2017;15/02/2017;26;franquia;;;adulto;;;masculino;31;;125;88;7240;BLUSA M/C HAVAIANAS JAPONESA            ;outono;;; R$ 21,90 ; R$ 36,90 
20/01/2017;15/02/2017;26;Infantil;;;adulto;;;feminino;45;;304;50;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
20/01/2017;13/02/2017;24;franquia;;;adulto;;;feminino;40;;185;78;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
20/01/2017;22/02/2017;33;Infantil;;;infantil;;;unisex;14;;332;76;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
20/01/2017;27/01/2017;7;franquia;;;infantil;;;feminino;21;;125;77;8260;MEIA HAVAIANAS ANIMALS                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
20/01/2020;17/02/2020;28;franquia;;;adulto;;;unisex;31;;181;88;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 20,90 ; R$ 36,90 
20/01/2017;14/02/2017;25;franquia;;;adulto;;;unisex;45;;201;67;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
20/01/2017;31/01/2017;11;franquia;;;infantil;;;feminino;18;;140;87;8251;CHAVEIRO HAVAIANAS CRYSTAL              ;edição limitada;;; R$ 32,90 ; R$ 42,90 
20/01/2017;31/01/2017;11;franquia;;;infantil;;;feminino;23;;222;68;7232;BLUSA HAVAIANAS EVASE ONDA NOVA         ;outono;;; R$ 19,90 ; R$ 26,90 
20/01/2017;21/02/2017;32;Infantil;;;adulto;;;feminino;33;;343;86;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
20/01/2017;13/02/2017;24;Infantil;;;adulto;;;masculino;41;;55;61;7233;BLUSA HAVAIANAS Y                       ;outono;;; R$ 16,00 ; R$ 26,90 
20/01/2020;15/02/2020;26;franquia;;;adulto;;;unisex;36;;116;51;6223;SANDALIA HAVAIANAS PETS                 ;inverno;;; R$ 25,90 ; R$ 36,90 
20/01/2017;02/02/2017;13;Infantil;;;adulto;;;unisex;43;;163;58;7234;BLUSA HAVAIANAS TRANSPASSADO MIX        ;outono;;; R$ 16,00 ; R$ 26,90 
20/01/2020;23/01/2020;3;franquia;;;infantil;;;masculino;12;;298;82;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 15,90 ; R$ 26,90 
20/01/2017;30/01/2017;10;Infantil;;;adulto;;;unisex;46;;155;78;7231;BLUSA HAVAIANAS OMBRO DESL REDE CESTARIA;outono;;; R$ 16,90 ; R$ 26,90 
20/01/2017;30/01/2017;10;franquia;;;adulto;;;masculino;37;;343;54;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
20/01/2017;23/01/2017;3;Infantil;;;infantil;;;masculino;12;;278;88;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
20/01/2020;26/01/2020;6;Infantil;;;infantil;;;unisex;28;;279;80;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
21/01/2017;26/01/2017;5;Infantil;;;adulto;;;unisex;39;;116;62;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
21/01/2017;11/02/2017;21;franquia;;;infantil;;;feminino;23;;203;37;8244;TOALHA HAVAIANAS FELPA P                ;edição limitada;;; R$ 25,90 ; R$ 32,90 
21/01/2017;04/02/2017;14;Infantil;;;infantil;;;masculino;27;;100;62;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
21/01/2017;27/02/2017;37;franquia;;;adulto;;;unisex;37;;208;69;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
21/01/2017;08/02/2017;18;franquia;;;infantil;;;masculino;14;;251;58;8260;MEIA HAVAIANAS ANIMALS                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
21/01/2020;13/02/2020;23;franquia;;;infantil;;;masculino;17;;267;50;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 15,90 ; R$ 26,90 
21/01/2017;26/01/2017;5;Infantil;;;adulto;;;unisex;33;;317;72;5216;BIQUINI BOTTOM HAVAIANAS SUNSET PREM;verao;;; R$ 21,90 ; R$ 32,90 
21/01/2017;02/02/2017;12;franquia;;;adulto;;;feminino;46;;113;87;8251;CHAVEIRO HAVAIANAS CRYSTAL              ;edição limitada;;; R$ 32,90 ; R$ 42,90 
21/01/2017;29/01/2017;8;franquia;;;infantil;;;unisex;28;;313;82;8261;TOALHA HAVAIANAS HYPE                   ;edição limitada;;; R$ 32,90 ; R$ 42,90 
21/01/2017;26/01/2017;5;franquia;;;adulto;;;unisex;44;;202;93;8260;MEIA HAVAIANAS ANIMALS                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
21/01/2017;18/02/2017;28;franquia;;;adulto;;;unisex;45;;297;62;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
21/01/2017;23/01/2017;2;Infantil;;;infantil;;;masculino;27;;115;85;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
21/01/2017;06/02/2017;16;Infantil;;;infantil;;;feminino;16;;219;55;8262;CAPA HAVAIANAS SIL CELULAR 4            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
21/01/2020;21/02/2020;31;Infantil;;;adulto;;;unisex;34;;176;95;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 20,90 ; R$ 36,90 
21/01/2017;23/02/2017;33;franquia;;;adulto;;;masculino;37;;200;92;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
21/01/2017;25/01/2017;4;Infantil;;;adulto;;;masculino;30;;124;36;8260;MEIA HAVAIANAS ANIMALS                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
21/01/2017;22/02/2017;32;Infantil;;;adulto;;;unisex;33;;123;60;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
21/01/2017;15/02/2017;25;Infantil;;;adulto;;;unisex;45;;330;88;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
21/01/2020;30/01/2020;9;Infantil;;;adulto;;;masculino;30;;109;89;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 15,90 ; R$ 26,90 
21/01/2017;31/01/2017;10;Infantil;;;infantil;;;masculino;16;;247;65;8259;TOALHA HAVAIANAS FUN                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
21/01/2017;07/02/2017;17;franquia;;;adulto;;;feminino;32;;284;47;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
21/01/2020;03/02/2020;13;franquia;;;infantil;;;unisex;28;;231;77;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
21/01/2020;23/01/2020;2;franquia;;;infantil;;;unisex;28;;84;62;6226;SANDALIA HAVAIANAS KIDS RADICAL         ;inverno;;; R$ 20,90 ; R$ 36,90 
21/01/2020;09/02/2020;19;Infantil;;;adulto;;;masculino;39;;96;44;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 25,90 ; R$ 36,90 
21/01/2017;22/02/2017;32;Infantil;;;infantil;;;unisex;12;;194;44;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
21/01/2017;25/02/2017;35;franquia;;;adulto;;;feminino;42;;237;49;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
21/01/2017;15/02/2017;25;franquia;;;adulto;;;unisex;36;;257;71;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
21/01/2017;26/02/2017;36;Infantil;;;adulto;;;masculino;37;;241;49;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
21/01/2020;28/01/2020;7;Infantil;;;infantil;;;unisex;11;;174;90;6228;SANDALIA HAVAIANAS TROPICAL C/ KIT      ;inverno;;; R$ 15,90 ; R$ 26,90 
21/01/2020;30/01/2020;9;franquia;;;adulto;;;feminino;45;;273;71;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
21/01/2020;25/01/2020;4;franquia;;;adulto;;;unisex;45;;77;40;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 25,90 ; R$ 36,90 
21/01/2017;28/02/2017;38;Infantil;;;adulto;;;feminino;33;;162;77;8266;TOALHA HAVAIANAS FUN N                  ;edição limitada;;; R$ 25,90 ; R$ 32,90 
21/01/2020;03/02/2020;13;franquia;;;adulto;;;masculino;44;;315;76;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
21/01/2020;27/02/2020;37;franquia;;;infantil;;;unisex;22;;161;92;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 15,90 ; R$ 26,90 
21/01/2017;11/02/2017;21;Infantil;;;infantil;;;unisex;25;;218;39;8258;TOALHA HAVAIANAS ANIMALS                ;edição limitada;;; R$ 32,90 ; R$ 42,90 
21/01/2017;25/01/2017;4;franquia;;;infantil;;;masculino;18;;155;68;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
21/01/2017;23/01/2017;2;Infantil;;;adulto;;;masculino;37;;215;55;7229;BLUSA HAVAIANAS TS REDE CESTARIA        ;outono;;; R$ 16,90 ; R$ 26,90 
21/01/2017;29/01/2017;8;franquia;;;adulto;;;masculino;38;;210;51;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
21/01/2017;31/01/2017;10;Infantil;;;infantil;;;unisex;20;;61;54;8243;SACOLA HAVAIANAS ORIGINAL RIO           ;edição limitada;;; R$ 25,90 ; R$ 32,90 
21/01/2017;10/02/2017;20;franquia;;;adulto;;;feminino;45;;136;85;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
21/01/2017;26/01/2017;5;franquia;;;infantil;;;unisex;13;;106;62;7238;BLUSA HAVAIANAS VOL LAT DEGRADE ARROZ   ;outono;;; R$ 21,90 ; R$ 36,90 
21/01/2020;22/02/2020;32;Infantil;;;adulto;;;feminino;31;;217;63;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 20,90 ; R$ 36,90 
21/01/2017;23/01/2017;2;franquia;;;infantil;;;feminino;19;;184;58;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
21/01/2017;27/01/2017;6;franquia;;;adulto;;;masculino;41;;211;94;8247;CHAVEIRO HAVAIANAS LOGO METALICO        ;edição limitada;;; R$ 25,90 ; R$ 32,90 
21/01/2017;11/02/2017;21;franquia;;;infantil;;;unisex;14;;144;38;7239;BLUSA HAVAIANAS PELERINE                ;outono;;; R$ 16,00 ; R$ 26,90 
21/01/2017;11/02/2017;21;franquia;;;adulto;;;feminino;31;;336;95;8261;TOALHA HAVAIANAS HYPE                   ;edição limitada;;; R$ 32,90 ; R$ 42,90 
21/01/2020;29/01/2020;8;franquia;;;adulto;;;unisex;35;;76;95;6221;SANDALIA HAVAIANAS JOY         ;inverno;;; R$ 15,90 ; R$ 26,90 
22/01/2017;15/02/2017;24;franquia;;;infantil;;;masculino;20;;80;73;8256;CHAVEIRO HAVAIANAS LOGO METAL MOSQUETÃO ;edição limitada;;; R$ 32,90 ; R$ 42,90 
22/01/2020;08/02/2020;17;franquia;;;infantil;;;unisex;29;;215;68;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 15,90 ; R$ 26,90 
22/01/2017;09/02/2017;18;Infantil;;;adulto;;;feminino;43;;255;89;7238;BLUSA HAVAIANAS VOL LAT DEGRADE ARROZ   ;outono;;; R$ 21,90 ; R$ 36,90 
22/01/2017;08/02/2017;17;franquia;;;adulto;;;masculino;40;;205;63;8264;BÓIA HAVAIANAS INFLÁVEL                 ;edição limitada;;; R$ 32,90 ; R$ 42,90 
22/01/2017;03/02/2017;12;franquia;;;infantil;;;masculino;22;;253;43;8257;MEIA HAVAIANAS FRESH                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
22/01/2017;16/02/2017;25;Infantil;;;infantil;;;masculino;24;;57;93;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
22/01/2017;22/02/2017;31;Infantil;;;adulto;;;feminino;44;;146;96;7238;BLUSA HAVAIANAS VOL LAT DEGRADE ARROZ   ;outono;;; R$ 21,90 ; R$ 36,90 
22/01/2017;13/02/2017;22;franquia;;;adulto;;;unisex;43;;171;71;8262;CAPA HAVAIANAS SIL CELULAR 4            ;edição limitada;;; R$ 25,90 ; R$ 32,90 
22/01/2017;24/02/2017;33;franquia;;;infantil;;;unisex;22;;132;54;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
22/01/2017;28/01/2017;6;Infantil;;;infantil;;;feminino;25;;184;88;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
22/01/2017;25/02/2017;34;franquia;;;infantil;;;masculino;26;;340;89;8257;MEIA HAVAIANAS FRESH                    ;edição limitada;;; R$ 32,90 ; R$ 42,90 
22/01/2017;28/01/2017;6;Infantil;;;infantil;;;unisex;25;;344;73;8244;TOALHA HAVAIANAS FELPA P                ;edição limitada;;; R$ 25,90 ; R$ 32,90 
22/01/2017;05/02/2017;14;franquia;;;infantil;;;masculino;21;;94;43;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
22/01/2017;28/02/2017;37;franquia;;;infantil;;;masculino;11;;151;87;8254;MEIA HAVAIANAS COOL                     ;edição limitada;;; R$ 32,90 ; R$ 42,90 
22/01/2017;28/01/2017;6;franquia;;;infantil;;;feminino;23;;123;60;5220;BIQUINI BOTTOM HAVAIANAS HIBISCO GI     ;verao;;; R$ 16,00 ; R$ 25,90 
22/01/2017;20/02/2017;29;franquia;;;infantil;;;unisex;12;;129;52;8245;MEIA HAVAIANAS DEDOS DIVERTIDOS         ;edição limitada;;; R$ 25,90 ; R$ 32,90 
22/01/2017;28/02/2017;37;franquia;;;infantil;;;masculino;25;;345;81;7237;BLUSA HAVAIANAS TS QUADRADA             ;outono;;; R$ 16,00 ; R$ 26,90 
23/01/2017;11/02/2017;19;franquia;;;infantil;;;masculino;14;;260;66;8247;CHAVEIRO HAVAIANAS LOGO METALICO        ;edição limitada;;; R$ 25,90 ; R$ 32,90 
23/01/2017;26/01/2017;3;franquia;;;infantil;;;unisex;12;;118;70;8243;SACOLA HAVAIANAS ORIGINAL RIO           ;edição limitada;;; R$ 25,90 ; R$ 32,90 
23/01/2020;08/02/2020;16;franquia;;;adulto;;;feminino;43;;149;81;6227;SANDALIA HAVAIANAS KIDS MONSTERS        ;inverno;;; R$ 20,90 ; R$ 36,90 
23/01/2017;05/02/2017;13;franquia;;;adulto;;;feminino;30;;111;87;7235;BLUSA HAVAIANAS Y MIX                   ;outono;;; R$ 21,90 ; R$ 36,90 
23/01/2020;08/02/2020;16;franquia;;;infantil;;;masculino;15;;243;62;6222;SANDALIA HAVAIANAS BABY ESTAMPAS        ;inverno;;; R$ 25,90 ; R$ 36,90 
23/01/2017;16/02/2017;24;franquia;;;adulto;;;masculino;35;;255;95;7230;BLUSA HAVAIANAS ASSIM MIX REDE CESTARIA ;outono;;; R$ 21,90 ; R$ 32,90 
23/01/2017;20/02/2017;28;franquia;;;adulto;;;unisex;41;;314;42;8244;TOALHA HAVAIANAS FELPA P                ;edição limitada;;; R$ 25,90 ; R$ 32,90 
23/01/2017;28/01/2017;5;franquia;;;adulto;;;feminino;40;;241;75;5217;BIQUINI BOTTOM HAVAIANAS SUNSET       ;verao;;; R$ 17,90 ; R$ 26,90 
23/01/2017;25/02/2017;33;franquia;;;infantil;;;masculino;17;;335;69;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
23/01/2017;15/02/2017;23;franquia;;;infantil;;;masculino;20;;52;88;5219;BIQUINI BOTTOM HAVAIANAS TREN;verao;;; R$ 16,00 ; R$ 26,90 
23/01/2020;05/02/2020;13;Infantil;;;adulto;;;feminino;39;;229;89;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 15,90 ; R$ 26,90 
23/01/2020;09/02/2020;17;Infantil;;;infantil;;;feminino;20;;85;65;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 15,90 ; R$ 26,90 
23/01/2017;31/01/2017;8;Infantil;;;adulto;;;unisex;45;;125;41;8256;CHAVEIRO HAVAIANAS LOGO METAL MOSQUETÃO ;edição limitada;;; R$ 32,90 ; R$ 42,90 
23/01/2017;10/02/2017;18;Infantil;;;adulto;;;feminino;43;;314;78;5215;BIQUINI BOTTOM HAVAIANAS ARGOLA BRO     ;verao;;; R$ 16,90 ; R$ 25,90 
23/01/2017;14/02/2017;22;franquia;;;adulto;;;feminino;42;;331;49;7236;BLUSA HAVAIANAS EVASE                   ;outono;;; R$ 21,90 ; R$ 32,90 
23/01/2017;20/02/2017;28;Infantil;;;infantil;;;feminino;25;;57;54;8255;MEIA HAVAIANAS GRAPHIC                  ;edição limitada;;; R$ 32,90 ; R$ 42,90 
23/01/2017;28/02/2017;36;franquia;;;adulto;;;feminino;32;;117;79;5218;BIQUINI BOTTOM HAVAIANAS HIBISC         ;verao;;; R$ 19,00 ; R$ 25,90 
23/01/2017;09/02/2017;17;Infantil;;;infantil;;;feminino;13;;297;46;8242;SACOLA HAVAIANAS ORIGINAL COQUEIRO      ;edição limitada;;; R$ 25,90 ; R$ 32,90 
23/01/2020;15/02/2020;23;franquia;;;infantil;;;masculino;14;;103;66;6224;SANDALIA HAVAIANAS KIDS FLORES;inverno;;; R$ 20,90 ; R$ 36,90 
23/01/2020;29/02/2020;37;Infantil;;;adulto;;;feminino;45;;270;95;6225;SANDALIA HAVAIANAS KIDS STARS;inverno;;; R$ 15,90 ; R$ 26,90 
